Pagina,Tipo_Evasion,Texto_Detectado,Contexto_80chars,Personas_en_Pagina
3652,Don't know,do not know,llying all the lies 16 Q. Do you know when Jeffrey met Prince 17 Andrew 18 A. I do not know when Jeffrey met 19 Prince Andrew. 20 Q. Did you ever introduce Prince 21 Andre,Jeffrey Epstein; Prince Andrew
3654,Objection,Objection,al 2 Q. Did you know that she was 17 at the 3 time of that trip 4 MR. PAGLIUCA: Objection to the 5 form and foundation. 6 A. I have -- 7 Q. Did you know she was 17 at th,
3654,Objection,Objection,have -- 7 Q. Did you know she was 17 at the time 8 of that trip 9 MR. PAGLIUCA: Objection to the 10 form and foundation. 11 A. I didnt even know she was on the 12 trip.,
3654,Objection,Objection,Q. Did you hold her passport for her 14 when she was traveling 15 MR. PAGLIUCA: Objection to the 16 form and foundation. 17 A. I have no recollection whatsoever 18 of he,
3658,Objection,Objection,"ot that I am aware of. 12 Q. Have you ever given him any gifts 13 MR. PAGLIUCA: Objection, 14 foundation. 15 A. I know Andrew -- 16 Q. Have you ever given him any gifts",
3659,Don't know,do not know,"I 19 dont know who took the picture. You can 20 come up with 50 names, I still do not know 21 who took the picture. 22 Q. Did you observe Prince Andrew go 23 into a room",Jeffrey Epstein; Prince Andrew
3661,Objection,Objection,were not family or 10 friends of or daughters of your friends 11 MR. PAGLIUCA: Objection to the 12 form and foundation. 13 A. There were no girls on the island 14 at al,Prince Andrew
3661,Objection,Objection,"ever arrange for 21 Virginia to have sex with John Luc Brunel 22 MR. PAGLIUCA: Objection to the 23 form and foundation. 24 A. Just for the record, I have never 25 at an",Prince Andrew
3662,Objection,Objection,"n outfit, an outfit of a sexual 6 nature to wear for Les Wexner 7 MR. PAGLIUCA: Objection to the 8 form and foundation. 9 A. I think we addressed the outfit 10 issue. 11",
3666,Objection,Objection,". 12 Q. How often did you fly on a plane 13 with a 17 year old 14 MR. PAGLIUCA: Objection to form 15 and foundation. 16 A. I have no idea what you are talking 17 about,",
3666,Objection,Objection,reys 20 plane with individuals who were under the age 21 of 18 22 MR. PAGLIUCA: Objection to the 23 form and foundation. 24 A. Can you repeat the question 25 Q. Did you,
3667,Objection,Objection,"did. 8 Q. Why wouldnt you remember flying 9 with a 17 year old 10 MR. PAGLIUCA: Objection to the 11 form and foundation. 12 A. How would I know, one, that she is 13 17,",
3667,Objection,I object,"he JE, GM ET and Virginia. The GM 18 you are saying is not you 19 MR. PAGLIUCA: I object to the 20 form. You can answer the question if 21 you know. 22 A. How do you kn",
3668,Objection,Objection,"Page 123 1 G Maxwell - Confidential 2 MR. PAGLIUCA: Objection to the 3 form and foundation. 4 A. GM can stand for any level, it 5 could be Ge",Jeffrey Epstein
3670,Objection,Objection,Page 125 1 G Maxwell - Confidential 2 represents you 3 MR. PAGLIUCA: Objection to the 4 form and foundation. 5 A. Im not saying that. Im just 6 saying that yo,
3671,Objection,I object,"dential 2 Jeffrey, yourself, Emmy Taylor and Virginia 3 Roberts 4 MR. PAGLIUCA: I object to the form 5 and just so the record is clear, we 6 dont agree with whatever yo",
3672,Objection,Objection,ng that time period in these logs that 18 have the initials GM 19 MR. PAGLIUCA: Objection to the 20 form and foundation. 21 A. I would have to look at all the 22 flight,Jeffrey Epstein
3673,Objection,Objection,e is 23 listed doesnt mean they were actually on the 24 flight 25 MR. PAGLIUCA: Objection to the Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page 129 of 465,
3677,Objection,Objection,mentioned where Virginia Roberts was 23 on the plane with you 24 MR. PAGLIUCA: Objection to the 25 form and foundation. Case 1:15-cv-07433-LAP Document 1335-1 Filed 010,
3681,Objection,Objection,iginal 8 people that conceived the Clinton global 9 initiative 10 MR. PAGLIUCA: Objection to the 11 form and foundation. 12 Q. Do you know 13 A. I dont have -- I dont kn,Jeffrey Epstein
3684,Objection,Objection,"ht that goes to 11 Thailand, do you remember being in Thailand 12 MR. PAGLIUCA: Objection to the 13 form and foundation. 14 A. Are you asking me -- 15 Q. On the Presiden",
3689,Objection,Objection,that you would have seen when you 3 were on the trip in Europe 4 MR. PAGLIUCA: Objection to the 5 form and foundation. 6 A. I cant possibly answer that. 7 Q. Do you rec,
3691,Objection,Objection,you recall 7 whether you were there for some form of a 8 party 9 MR. PAGLIUCA: Objection to the 10 form and foundation. 11 A. I dont recall the trip at all and 12 this,
3695,Objection,Objection,"wn a message for you 21 from Ms. Hesse, is that how these work 22 MR. PAGLIUCA: Objection to the 23 form and foundation. Go ahead. 24 Q. My question is, Im trying to 25",
3696,Objection,Objection,"ividual who took the message 9 write their name on the message 10 MR. PAGLIUCA: Objection to the 11 form and foundation. 12 A. I dont recollect, you can ask who 13 wrote",
3696,Don't know,do not know,"age pad, where it says 3 signed can you tell me who was 4 A. I cannot. 5 Q. You do not know. 6 Typically when these messages were 7 taken in your practice when you were th",
3697,Objection,Objection,"work, is there someone 8 else in the house with the initials GM 9 MR. PAGLIUCA: Objection to the 10 form and foundation. 11 A. I cannot answer that. Its not my 12 handwr",
3697,Objection,Objection,"ite it down, would someone else record that 16 message for you 17 MR. PAGLIUCA: Objection to the 18 form and foundation. 19 A. All I can tell you, this is not my 20 hand",
3699,Objection,Objection,bring her friend 4 tonight. 5 What is that message referring to 6 MR. PAGLIUCA: Objection to the 7 form and foundation. 8 A. I cant possibly know. 9 Q. Did individuals a,
3699,Objection,Objection,and 11 bring friends for the purpose of providing 12 massages 13 MR. PAGLIUCA: Objection to the 14 form and foundation. 15 A. How would I possibly know what you 16 are,
3700,Objection,Objection,". Do you know if Amanda brought her 5 friend over on that night 6 MR. PAGLIUCA: Objection to the 7 form and foundation. 8 A. One, I dont know what this message 9 is, I d",
3701,Objection,Objection,"se that day, 9 did you recall seeing anybody by the name of 10 11 MR. PAGLIUCA: Objection to the 12 form and foundation. 13 A. I dont know if I was at the house, 14 so I",
3701,Objection,Objection,o 22 were you referring to in that message; do you 23 remember 24 MR. PAGLIUCA: Objection to the 25 form and foundation. Case 1:15-cv-07433-LAP Document 1335-1 Filed 010,
3702,I don't recall,do not recall,"axwell - Confidential 2 Q. The question is, do you recall this 3 message 4 A. I do not recall this message. 5 Q. Do you recall training a female 6 under the age of 18 at Jef",
3702,Objection,Objection,recall training a female 6 under the age of 18 at Jeffreys home 7 MR. PAGLIUCA: Objection to the 8 form and foundation. 9 A. I never trained a female under the 10 age of,
3703,Objection,Objection,. Do you know that was 15 at 11 the time she left this message 12 MR. PAGLIUCA: Objection to the 13 form and foundation. 14 A. I dont know who is. 15 Q. And then Im goin,
3703,Objection,Objection,an Luc referring to sex with 22 an 18 year old in that message 23 MR. PAGLIUCA: Objection to the 24 form and foundation. 25 A. How could I know what Jean Luc is Case 1:1,
3704,Objection,Objection,x 4 with an 18 year old that he referenced to 5 Jeffrey Epstein 6 MR. PAGLIUCA: Objection to the 7 form and foundation. 8 A. How could I possibly know. 9 Q. Did Jeffrey,Jeffrey Epstein
3704,Objection,Objection,10 ever tell you that Jean Luc had sex with an 11 18 year old 12 MR. PAGLIUCA: Objection to the 13 form and foundation. 14 A. I have no idea what you are talking 15 abo,Jeffrey Epstein
3705,Objection,Objection,"well in the 7 line there, is that you calling for Mr. 8 Epstein 9 MR. PAGLIUCA: Objection to the 10 form and foundation. 11 A. I didnt write it, I dont know 12 when this",
3705,Objection,Objection,e 18 house to indicate whether or not they were 19 coming over 20 MR. PAGLIUCA: Objection to the 21 form and foundation. 22 A. Give me a date range. 23 Q. On 7904. 24 A.,
3707,Objection,Objection,ont know. 3 Q. Why is your name reflected on this 4 message pad 5 MR. PAGLIUCA: Objection to the 6 form and foundation. 7 A. I have no idea. You would have to 8 ask whoe,Jeffrey Epstein
3707,Objection,Objection,"females to come over and give massages for 17 Jeffrey Epstein 18 MR. PAGLIUCA: Objection to the 19 form and foundation. 20 A. Can you specify, females, you mean 21 adul",Jeffrey Epstein
3709,Objection,Objection,"ng 16 Jeffrey to say they have a female for him 17 Do you know 18 MR. PAGLIUCA: Objection to the 19 form and foundation. 20 A. First of all, I dont know thats a 21 minor",
3709,Objection,Objection,s and minors names have to be 24 redacted for privacy purposes 25 MR. PAGLIUCA: Objection to the Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page 165 of 465,
3710,Objection,Objection,"and leaving a message to 5 say, quote, I have a female for him 6 MR. PAGLIUCA: Objection to the 7 form and foundation. 8 A. I cant testify anything about this 9 message",
3710,Objection,Objection,Jeffrey regularly have 13 23 year olds call and leave messages 24 MR. PAGLIUCA: Objection to the 25 form and foundation. Case 1:15-cv-07433-LAP Document 1335-1 Filed 010,
3712,Objection,Objection,ian girl that was 16 years old 9 over to Jeffrey Epsteins home 10 MR. PAGLIUCA: Objection to the 11 form and foundation. 12 A. I do not know. 13 Q. Did you ever observe,Jeffrey Epstein
3712,Objection,Objection,her Jeffrey Epstein 20 had sex with a 16 year old Russian girl 21 MR. PAGLIUCA: Objection to the 22 form and foundation. 23 A. I do not know. 24 THE VIDEOGRAPHER: Its 12,Jeffrey Epstein
3712,Don't know,do not know,Epsteins home 10 MR. PAGLIUCA: Objection to the 11 form and foundation. 12 A. I do not know. 13 Q. Did you ever observe a Russian girl 14 that was 16 years old come to Jef,Jeffrey Epstein
3712,Don't know,do not know,"Russian girl 21 MR. PAGLIUCA: Objection to the 22 form and foundation. 23 A. I do not know. 24 THE VIDEOGRAPHER: Its 12:25. 25 This will be the end of disk 3, we are Case",Jeffrey Epstein
3713,Objection,Objection,u 21 believe that Jeffrey Epstein abused any minor 22 children 23 MR. PAGLIUCA: Objection to the 24 form and foundation. 25 A. Can you repeat the question please Case 1:,Jeffrey Epstein
3713,Don't know,not sure,"bout and I think its one of 15 the exhibits thats marked in front of you, 16 Im not sure of the number, but the police 17 report that I showed you earlier today. 18 Now",Jeffrey Epstein
3714,Objection,Objection,"n, 19 do you believe Jeffrey Epstein sexually 20 abused minors 21 MR. PAGLIUCA: Objection to the 22 form and foundation. 23 A. Can you reask the second part of 24 that q",Jeffrey Epstein
3715,Objection,Objection,"tein, do 5 you believe Jeffrey Epstein sexually abused 6 minors 7 MR. PAGLIUCA: Objection to the 8 form and foundation. 9 A. What do you mean I talked to 10 Jeffrey, you",Jeffrey Epstein
3715,Objection,Objection,", do you believe that 19 Jeffrey Epstein abused minor children 20 MR. PAGLIUCA: Objection to the 21 form and foundation. 22 A. Can you explain what you mean by 23 the qu",Jeffrey Epstein
3716,Objection,objection,you believe that Jeffrey 7 Epstein sexually abused minors 8 MR. PAGLIUCA: Same objection. 9 A. I know what you put in front of me 10 and I know what I read. 11 Q. Im as,Jeffrey Epstein
3717,Objection,Objection,"fidential 2 sentenced for sexual abuse, are you aware of 3 that 4 MR. PAGLIUCA: Objection to the 5 form and foundation. 6 Q. Are you aware that Jeffrey Epstein 7 served",Jeffrey Epstein
3717,Objection,Objection,that Jeffrey Epstein 7 served time for sexual abuse of a minor 8 MR. PAGLIUCA: Objection to the 9 form and foundation. 10 A. I dont believe thats what he was 11 sentenc,Jeffrey Epstein
3717,Objection,Objection,Jeffrey 13 Epstein served time for sexually abusing a 14 minor 15 MR. PAGLIUCA: Objection to the 16 form and foundation. 17 A. I dont believe thats what he was 18 senten,Jeffrey Epstein
3717,Objection,Objection,ein 20 was convicted for procuring a minor for 21 prostitution 22 MR. PAGLIUCA: Objection to the 23 form and foundation. 24 A. I dont know exactly what he was 25 convict,Jeffrey Epstein
3718,Objection,Objection,he spent time in 4 jail related to an issue with a minor child 5 MR. PAGLIUCA: Objection to the 6 form and foundation. 7 A. I did not know that. 8 Q. What did you think,Jeffrey Epstein
3718,Objection,Objection,do you believe 14 that Jeffrey Epstein sexually abused minors 15 MR. PAGLIUCA: Objection to the 16 form and foundation. 17 A. I can only tell you what he went to 18 jai,Jeffrey Epstein
3719,Objection,Objection,lear. 6 Do you believe Jeffrey Epstein 7 sexually abused minors 8 MR. PAGLIUCA: Objection to the 9 form and foundation. 10 Q. You can answer. 11 A. I can only testify to,Jeffrey Epstein
